Drug,Disease,LossDiff
iguratimod,Breast Invasive Carcinoma,0.00017808361692050467
iguratimod,Prostate Adenocarcinoma,8.921265319661518e-05
iguratimod,Bladder Urothelial Carcinoma,-8.500783767282361e-05
iguratimod,Stomach Adenocarcinoma,0.0006619183080044166
iguratimod,Lung Squamous Cell Carcinoma,0.00013834180776408633
iguratimod,Ovarian Serous Cystadenocarcinoma,0.0019331483342754474
iguratimod,Brain Lower Grade Glioma,0.00033184789769417076
iguratimod,Skin Cutaneous Melanoma,0.001419397209221729
iguratimod,Lung Adenocarcinoma,0.0015076362608473005
iguratimod,Kidney Renal Clear Cell Carcinoma,0.0015587368435584503
iguratimod,Colon Adenocarcinoma,0.003384676550742377
iguratimod,Uterine Corpus Endometrial Carcinoma,0.0008445048872403715
iguratimod,Head and Neck Squamous Cell Carcinoma,0.0007831700410939723
iguratimod,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0015855018930001825
iloperidone,Kidney Renal Papillary Cell Carcinoma,0.0005815377358117213
iloperidone,Thyroid Carcinoma,0.0006812368688935546
iloperidone,Liver Hepatocellular Carcinoma,0.0004979081593984858
iloperidone,Breast Invasive Carcinoma,0.000991219628663359
iloperidone,Prostate Adenocarcinoma,0.0003661695050961171
iloperidone,Bladder Urothelial Carcinoma,0.0035104372689636286
iloperidone,Stomach Adenocarcinoma,0.0010123815497503075
iloperidone,Lung Squamous Cell Carcinoma,0.0022207199731137496
iloperidone,Ovarian Serous Cystadenocarcinoma,0.0006975886382867058
iloperidone,Brain Lower Grade Glioma,0.0024243227628447327
iloperidone,Skin Cutaneous Melanoma,0.004310614540901292
iloperidone,Lung Adenocarcinoma,0.0009474784104423706
iloperidone,Kidney Renal Clear Cell Carcinoma,0.0008183294878555958
iloperidone,Colon Adenocarcinoma,0.0005875170081355629
iloperidone,Uterine Corpus Endometrial Carcinoma,0.0013100490347776384
iloperidone,Head and Neck Squamous Cell Carcinoma,0.003702153832779309
iloperidone,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0006397735937075155
imatinib,Kidney Renal Papillary Cell Carcinoma,0.001332075873023386
imatinib,Thyroid Carcinoma,-0.00011196349832145077
imatinib,Liver Hepatocellular Carcinoma,0.00017615399934132193
imatinib,Breast Invasive Carcinoma,0.0007435474118271168
imatinib,Prostate Adenocarcinoma,3.249957658798283e-05
imatinib,Bladder Urothelial Carcinoma,0.002785816275261477
imatinib,Stomach Adenocarcinoma,0.001971332954249483
imatinib,Lung Squamous Cell Carcinoma,0.0015680026676829772
imatinib,Ovarian Serous Cystadenocarcinoma,0.0011487680750699835
imatinib,Brain Lower Grade Glioma,0.0013892851310655097
imatinib,Skin Cutaneous Melanoma,0.0013666340772361175
imatinib,Lung Adenocarcinoma,0.0023255693183068305
imatinib,Kidney Renal Clear Cell Carcinoma,0.00014156127778381934
imatinib,Colon Adenocarcinoma,0.0016598062272055903
imatinib,Uterine Corpus Endometrial Carcinoma,0.00010557550030125262
imatinib,Head and Neck Squamous Cell Carcinoma,0.0019535601592911124
imatinib,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.003170787922360682
imidapril,Kidney Renal Papillary Cell Carcinoma,0.0010427054730236974
imidapril,Thyroid Carcinoma,-1.7766417427498084e-05
imidapril,Liver Hepatocellular Carcinoma,0.0014503225927272156
imidapril,Breast Invasive Carcinoma,0.0005893775288086489
imidapril,Prostate Adenocarcinoma,1.2243299775559344e-05
imidapril,Bladder Urothelial Carcinoma,0.002119746187831684
imidapril,Stomach Adenocarcinoma,0.0017491109526591164
imidapril,Lung Squamous Cell Carcinoma,0.0018280521442727738
imidapril,Ovarian Serous Cystadenocarcinoma,0.0008007981706021683
imidapril,Brain Lower Grade Glioma,-0.0002737444297612246
imidapril,Skin Cutaneous Melanoma,0.0018097149549886281
imidapril,Lung Adenocarcinoma,0.001403801125171833
imidapril,Kidney Renal Clear Cell Carcinoma,-0.00010569073259831807
imidapril,Colon Adenocarcinoma,0.0011738882963872766
imidapril,Uterine Corpus Endometrial Carcinoma,0.0008645388848063651
imidapril,Head and Neck Squamous Cell Carcinoma,0.002088069643465973
imidapril,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0006591477177359861
imiquimod,Kidney Renal Papillary Cell Carcinoma,0.00014036909737065174
imiquimod,Thyroid Carcinoma,3.5088678652605424e-06
imiquimod,Liver Hepatocellular Carcinoma,0.0008772897241742905
imiquimod,Breast Invasive Carcinoma,3.5843451405515034e-05
imiquimod,Prostate Adenocarcinoma,-3.9597275117261614e-05
imiquimod,Bladder Urothelial Carcinoma,0.0006964455615906306
imiquimod,Stomach Adenocarcinoma,0.0007454883934732038
imiquimod,Lung Squamous Cell Carcinoma,-0.00037124638834131753
imiquimod,Ovarian Serous Cystadenocarcinoma,0.00041714540880117835
imiquimod,Brain Lower Grade Glioma,0.00020024810975862727
imiquimod,Skin Cutaneous Melanoma,-8.11909769842245e-05
imiquimod,Lung Adenocarcinoma,-0.0001688373864206283
imiquimod,Kidney Renal Clear Cell Carcinoma,0.0001323116169526073
imiquimod,Colon Adenocarcinoma,0.00019274710811499894
imiquimod,Uterine Corpus Endometrial Carcinoma,-0.0001640102578745639
imiquimod,Head and Neck Squamous Cell Carcinoma,0.00018329508413518215
imiquimod,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0003481024774638103
Immunoglobulins,Kidney Renal Papillary Cell Carcinoma,0.0006414887024356497
Immunoglobulins,Thyroid Carcinoma,-0.00040272724052721996
Immunoglobulins,Liver Hepatocellular Carcinoma,0.00041189463106376943
Immunoglobulins,Breast Invasive Carcinoma,0.00037215174605536027
Immunoglobulins,Prostate Adenocarcinoma,2.8976815996966484e-05
Immunoglobulins,Bladder Urothelial Carcinoma,0.0018532265056585672
Immunoglobulins,Stomach Adenocarcinoma,0.0019123193548671758
Immunoglobulins,Lung Squamous Cell Carcinoma,0.001979734517285303
Immunoglobulins,Ovarian Serous Cystadenocarcinoma,0.0013769124384543474
Immunoglobulins,Brain Lower Grade Glioma,0.00026698920707987075
Immunoglobulins,Skin Cutaneous Melanoma,0.0011908089393668276
Immunoglobulins,Lung Adenocarcinoma,0.000887551310165835
Immunoglobulins,Kidney Renal Clear Cell Carcinoma,-0.00020071410788942147
Immunoglobulins,Colon Adenocarcinoma,0.001690635075138558
Immunoglobulins,Uterine Corpus Endometrial Carcinoma,0.0008549077698958684
Immunoglobulins,Head and Neck Squamous Cell Carcinoma,0.001083648189675368
Immunoglobulins,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0016831401667811718
indinavir,Kidney Renal Papillary Cell Carcinoma,0.0002861678716468863
indinavir,Thyroid Carcinoma,-0.0001075924035500414
indinavir,Liver Hepatocellular Carcinoma,0.00022109594706098967
indinavir,Breast Invasive Carcinoma,-9.824833793242726e-06
indinavir,Prostate Adenocarcinoma,1.175850629806577e-05
indinavir,Bladder Urothelial Carcinoma,0.0007829025762014497
indinavir,Stomach Adenocarcinoma,0.0009650989149059264
indinavir,Lung Squamous Cell Carcinoma,0.0003104225441424191
indinavir,Ovarian Serous Cystadenocarcinoma,9.902975096633959e-05
indinavir,Brain Lower Grade Glioma,-0.00016796598666408703
indinavir,Skin Cutaneous Melanoma,0.0005044175718778466
indinavir,Lung Adenocarcinoma,0.00019721909315089102
indinavir,Kidney Renal Clear Cell Carcinoma,-0.00024722796793168466
indinavir,Colon Adenocarcinoma,0.0008860306347094227
indinavir,Uterine Corpus Endometrial Carcinoma,0.0005506783413019023
indinavir,Head and Neck Squamous Cell Carcinoma,0.00018051526873242852
indinavir,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,-0.0004125521128827914
indomethacin,Kidney Renal Papillary Cell Carcinoma,4.963626239812835e-05
indomethacin,Thyroid Carcinoma,0.00020633184943686725
indomethacin,Liver Hepatocellular Carcinoma,0.00029119905877452725
indomethacin,Breast Invasive Carcinoma,0.00025137270328920436
indomethacin,Prostate Adenocarcinoma,-8.432239757169123e-06
indomethacin,Bladder Urothelial Carcinoma,0.001962543582734255
indomethacin,Stomach Adenocarcinoma,0.0015070409267583628
indomethacin,Lung Squamous Cell Carcinoma,0.0027741759451175075
indomethacin,Ovarian Serous Cystadenocarcinoma,0.0019289987205865834
indomethacin,Brain Lower Grade Glioma,0.0005685233570189352
indomethacin,Skin Cutaneous Melanoma,0.0010192047739549625
indomethacin,Lung Adenocarcinoma,0.0008541998106270876
indomethacin,Kidney Renal Clear Cell Carcinoma,-0.00028117712300558263
indomethacin,Colon Adenocarcinoma,0.00019452412889954253
indomethacin,Uterine Corpus Endometrial Carcinoma,0.0004010535841228402
indomethacin,Head and Neck Squamous Cell Carcinoma,0.0014149623776450238
indomethacin,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0012847842140631034
infliximab,Kidney Renal Papillary Cell Carcinoma,0.0004512103397056988
infliximab,Thyroid Carcinoma,0.0006748431023548926
infliximab,Liver Hepatocellular Carcinoma,0.0019584101714714584
infliximab,Breast Invasive Carcinoma,0.0007510924380582151
infliximab,Prostate Adenocarcinoma,4.751024006921971e-05
infliximab,Bladder Urothelial Carcinoma,0.001979625059678314
infliximab,Stomach Adenocarcinoma,0.0018826518595723152
infliximab,Lung Squamous Cell Carcinoma,0.001485915846678254
infliximab,Ovarian Serous Cystadenocarcinoma,0.0005208287227213227
infliximab,Brain Lower Grade Glioma,-6.608550673866675e-05
infliximab,Skin Cutaneous Melanoma,0.002259171843498842
infliximab,Lung Adenocarcinoma,0.0009177695510318107
infliximab,Kidney Renal Clear Cell Carcinoma,0.0022120209210194086
infliximab,Colon Adenocarcinoma,0.002078638163498042
infliximab,Uterine Corpus Endometrial Carcinoma,-0.000701678967221464
infliximab,Head and Neck Squamous Cell Carcinoma,0.0008306601325872465
infliximab,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0010018070990388927
Influenza vaccines,Kidney Renal Papillary Cell Carcinoma,0.00021361725186898052
Influenza vaccines,Thyroid Carcinoma,5.9297054328698304e-05
Influenza vaccines,Liver Hepatocellular Carcinoma,0.00017872047887974586
Influenza vaccines,Breast Invasive Carcinoma,0.00012577917958436768
Influenza vaccines,Prostate Adenocarcinoma,1.865365145514307e-05
Influenza vaccines,Bladder Urothelial Carcinoma,0.000493765746419006
Influenza vaccines,Stomach Adenocarcinoma,8.441946212889295e-05
Influenza vaccines,Lung Squamous Cell Carcinoma,0.0005213217568252437
Influenza vaccines,Ovarian Serous Cystadenocarcinoma,9.279522611138624e-05
Influenza vaccines,Brain Lower Grade Glioma,-0.00017269456431364682
Influenza vaccines,Skin Cutaneous Melanoma,0.0017193830796131237
Influenza vaccines,Lung Adenocarcinoma,0.00038084888436411556
Influenza vaccines,Kidney Renal Clear Cell Carcinoma,-0.00010994112262359134
Influenza vaccines,Colon Adenocarcinoma,6.714193119253253e-05
Influenza vaccines,Uterine Corpus Endometrial Carcinoma,0.000562666352413832
Influenza vaccines,Head and Neck Squamous Cell Carcinoma,0.00030274156689038547
Influenza vaccines,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0007534806159409629
insulin recombinant,Kidney Renal Papillary Cell Carcinoma,0.0004354663327863051
insulin recombinant,Thyroid Carcinoma,0.0002959097481586681
insulin recombinant,Liver Hepatocellular Carcinoma,0.0024778949676042663
insulin recombinant,Breast Invasive Carcinoma,0.0009708945860514018
insulin recombinant,Prostate Adenocarcinoma,0.00012617095531336004
insulin recombinant,Bladder Urothelial Carcinoma,0.0045092383323483195
insulin recombinant,Stomach Adenocarcinoma,0.0014753189676409816
insulin recombinant,Lung Squamous Cell Carcinoma,0.0003655670922060539
insulin recombinant,Ovarian Serous Cystadenocarcinoma,-0.0002067540439207205
insulin recombinant,Brain Lower Grade Glioma,0.0015018321813674018
insulin recombinant,Skin Cutaneous Melanoma,0.0014484127553964
insulin recombinant,Lung Adenocarcinoma,0.0008522309025815744
insulin recombinant,Kidney Renal Clear Cell Carcinoma,0.0007493701004064768
insulin recombinant,Colon Adenocarcinoma,0.00034923563932493515
insulin recombinant,Uterine Corpus Endometrial Carcinoma,0.00021851743453376037
insulin recombinant,Head and Neck Squamous Cell Carcinoma,0.0008353776284280801
insulin recombinant,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0015888841314749158
Insulins And Analogues,Kidney Renal Papillary Cell Carcinoma,-0.00022975752586035236
Insulins And Analogues,Thyroid Carcinoma,4.364043812860076e-05
Insulins And Analogues,Liver Hepatocellular Carcinoma,0.00046238375257391385
Insulins And Analogues,Breast Invasive Carcinoma,0.0010994492770828757
Insulins And Analogues,Prostate Adenocarcinoma,9.34207824674637e-05
Insulins And Analogues,Bladder Urothelial Carcinoma,0.0018874273177776236
Insulins And Analogues,Stomach Adenocarcinoma,0.0006997899363362703
Insulins And Analogues,Lung Squamous Cell Carcinoma,0.0016401137126056619
Insulins And Analogues,Ovarian Serous Cystadenocarcinoma,-0.000671447325701724
Insulins And Analogues,Brain Lower Grade Glioma,0.0010427523399109905
Insulins And Analogues,Skin Cutaneous Melanoma,0.001003278222076065
Insulins And Analogues,Lung Adenocarcinoma,-0.0006959287189391428
Insulins And Analogues,Kidney Renal Clear Cell Carcinoma,0.0010168831222332254
Insulins And Analogues,Colon Adenocarcinoma,0.0006510775324492957
Insulins And Analogues,Uterine Corpus Endometrial Carcinoma,5.599260695044461e-05
Insulins And Analogues,Head and Neck Squamous Cell Carcinoma,0.0007712582797568257
Insulins And Analogues,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0010729929262941445
"interferon alfa-2a, recombinant",Kidney Renal Papillary Cell Carcinoma,0.000270882977106901
"interferon alfa-2a, recombinant",Thyroid Carcinoma,-6.0359413989564265e-05
"interferon alfa-2a, recombinant",Liver Hepatocellular Carcinoma,-0.00026092611034244094
"interferon alfa-2a, recombinant",Breast Invasive Carcinoma,4.619927866567064e-06
"interferon alfa-2a, recombinant",Prostate Adenocarcinoma,1.9068187840608317e-05
"interferon alfa-2a, recombinant",Bladder Urothelial Carcinoma,0.0009300976598839994
"interferon alfa-2a, recombinant",Stomach Adenocarcinoma,0.00024226870204749896
"interferon alfa-2a, recombinant",Lung Squamous Cell Carcinoma,0.0005166877554164228
"interferon alfa-2a, recombinant",Ovarian Serous Cystadenocarcinoma,0.0007238262494404957
"interferon alfa-2a, recombinant",Brain Lower Grade Glioma,0.00010247131567220347
"interferon alfa-2a, recombinant",Skin Cutaneous Melanoma,0.0008246393299016219
"interferon alfa-2a, recombinant",Lung Adenocarcinoma,0.000791869872468809
"interferon alfa-2a, recombinant",Kidney Renal Clear Cell Carcinoma,-6.186554638240027e-05
"interferon alfa-2a, recombinant",Colon Adenocarcinoma,0.0015779289214507442
"interferon alfa-2a, recombinant",Uterine Corpus Endometrial Carcinoma,0.00040594520638854157
"interferon alfa-2a, recombinant",Head and Neck Squamous Cell Carcinoma,0.0004376032933365415
"interferon alfa-2a, recombinant",Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0007160927084359448
"interferon alfa-2b, recombinant",Kidney Renal Papillary Cell Carcinoma,0.0005424505973640525
"interferon alfa-2b, recombinant",Thyroid Carcinoma,-0.00014534394510767808
"interferon alfa-2b, recombinant",Liver Hepatocellular Carcinoma,0.0002798007847154449
"interferon alfa-2b, recombinant",Breast Invasive Carcinoma,0.0004670151605571715
"interferon alfa-2b, recombinant",Prostate Adenocarcinoma,0.00011832332836535326
"interferon alfa-2b, recombinant",Bladder Urothelial Carcinoma,0.0012913570296029131
"interferon alfa-2b, recombinant",Stomach Adenocarcinoma,0.00028698350331038955
"interferon alfa-2b, recombinant",Lung Squamous Cell Carcinoma,0.0013770639866109934
"interferon alfa-2b, recombinant",Ovarian Serous Cystadenocarcinoma,0.00023014653262807273
"interferon alfa-2b, recombinant",Brain Lower Grade Glioma,0.0002695879733253026
"interferon alfa-2b, recombinant",Skin Cutaneous Melanoma,0.0008773620779430225
"interferon alfa-2b, recombinant",Lung Adenocarcinoma,0.0008284022991190354
"interferon alfa-2b, recombinant",Kidney Renal Clear Cell Carcinoma,0.0009560520775042991
"interferon alfa-2b, recombinant",Colon Adenocarcinoma,-5.9407241767006624e-06
"interferon alfa-2b, recombinant",Uterine Corpus Endometrial Carcinoma,0.0012606931482965489
"interferon alfa-2b, recombinant",Head and Neck Squamous Cell Carcinoma,0.0007763137067029691
"interferon alfa-2b, recombinant",Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0001258166134357447
interferon alfa-n1,Kidney Renal Papillary Cell Carcinoma,0.0004376078318035215
interferon alfa-n1,Thyroid Carcinoma,0.00029053033583542885
interferon alfa-n1,Liver Hepatocellular Carcinoma,0.00044426389769189887
interferon alfa-n1,Breast Invasive Carcinoma,0.000160618581317451
interferon alfa-n1,Prostate Adenocarcinoma,6.897190606089173e-05
interferon alfa-n1,Bladder Urothelial Carcinoma,0.0007040058152129825
interferon alfa-n1,Stomach Adenocarcinoma,0.0009072527310072465
interferon alfa-n1,Lung Squamous Cell Carcinoma,0.0005184042264000599
interferon alfa-n1,Ovarian Serous Cystadenocarcinoma,0.0007050666880251688
interferon alfa-n1,Brain Lower Grade Glioma,0.0002265384912590318
interferon alfa-n1,Skin Cutaneous Melanoma,0.0005075546174964307
interferon alfa-n1,Lung Adenocarcinoma,-5.738718084237204e-05
interferon alfa-n1,Kidney Renal Clear Cell Carcinoma,-0.00011823658759778644
interferon alfa-n1,Colon Adenocarcinoma,-5.251925226835707e-05
interferon alfa-n1,Uterine Corpus Endometrial Carcinoma,0.0005840123911515338
interferon alfa-n1,Head and Neck Squamous Cell Carcinoma,-0.00023575379763765003
interferon alfa-n1,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,-0.00023562528870323118
interferon beta-1a,Kidney Renal Papillary Cell Carcinoma,-0.0001426345183066058
interferon beta-1a,Thyroid Carcinoma,-0.0003356386484070266
interferon beta-1a,Liver Hepatocellular Carcinoma,-0.00031501009906823583
interferon beta-1a,Breast Invasive Carcinoma,0.0005920234068024499
interferon beta-1a,Prostate Adenocarcinoma,6.0884281611221804e-05
interferon beta-1a,Bladder Urothelial Carcinoma,0.0014345329003519036
interferon beta-1a,Stomach Adenocarcinoma,0.00025386297925287236
interferon beta-1a,Lung Squamous Cell Carcinoma,0.0024745789975268552
interferon beta-1a,Ovarian Serous Cystadenocarcinoma,0.0005323605181565716
interferon beta-1a,Brain Lower Grade Glioma,0.0002940347947359423
interferon beta-1a,Skin Cutaneous Melanoma,0.003943375326067877
interferon beta-1a,Lung Adenocarcinoma,0.0014589260471751908
interferon beta-1a,Kidney Renal Clear Cell Carcinoma,-0.0004641767476613601
interferon beta-1a,Colon Adenocarcinoma,0.0016395180869261893
interferon beta-1a,Uterine Corpus Endometrial Carcinoma,0.00015568086692539508
interferon beta-1a,Head and Neck Squamous Cell Carcinoma,0.0014267345672936526
interferon beta-1a,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.001066051315177574
interferon beta-1b,Kidney Renal Papillary Cell Carcinoma,-0.0002958738241027492
interferon beta-1b,Thyroid Carcinoma,-0.00014776154844598836
interferon beta-1b,Liver Hepatocellular Carcinoma,4.731294335220681e-05
interferon beta-1b,Breast Invasive Carcinoma,0.00029150768911854195
interferon beta-1b,Prostate Adenocarcinoma,2.3310223614663264e-05
interferon beta-1b,Bladder Urothelial Carcinoma,0.0011410750212476838
interferon beta-1b,Stomach Adenocarcinoma,0.0013939320648976184
interferon beta-1b,Lung Squamous Cell Carcinoma,0.001722063853006528
interferon beta-1b,Ovarian Serous Cystadenocarcinoma,0.0004993516544797849
interferon beta-1b,Brain Lower Grade Glioma,0.0004523600163244157
interferon beta-1b,Skin Cutaneous Melanoma,0.0026467430587775896
interferon beta-1b,Lung Adenocarcinoma,0.0008740177452032816
interferon beta-1b,Kidney Renal Clear Cell Carcinoma,8.994000462384522e-05
interferon beta-1b,Colon Adenocarcinoma,0.0007260315942525131
interferon beta-1b,Uterine Corpus Endometrial Carcinoma,0.0001034718463598483
interferon beta-1b,Head and Neck Squamous Cell Carcinoma,0.001540285908631267
interferon beta-1b,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0006825166263363686
interferons,Kidney Renal Papillary Cell Carcinoma,-0.00020238052393962148
interferons,Thyroid Carcinoma,0.00012067506428468724
interferons,Liver Hepatocellular Carcinoma,0.0013936043551932454
interferons,Breast Invasive Carcinoma,0.0003992752583215242
interferons,Prostate Adenocarcinoma,3.960236163982733e-05
interferons,Bladder Urothelial Carcinoma,0.0020943035563479985
interferons,Stomach Adenocarcinoma,0.0010759784352087688
interferons,Lung Squamous Cell Carcinoma,0.0016409092597585717
interferons,Ovarian Serous Cystadenocarcinoma,0.002039125340494952
interferons,Brain Lower Grade Glioma,0.00010852265491123614
interferons,Skin Cutaneous Melanoma,0.0019090337719055218
interferons,Lung Adenocarcinoma,0.00126644046605906
interferons,Kidney Renal Clear Cell Carcinoma,-0.001335070474216582
interferons,Colon Adenocarcinoma,0.0019342705756924205
interferons,Uterine Corpus Endometrial Carcinoma,0.0008746273039158536
interferons,Head and Neck Squamous Cell Carcinoma,0.0015011328731091567
interferons,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0008127428184855984
Iodine (131I) compounds,Kidney Renal Papillary Cell Carcinoma,0.002719780194483751
Iodine (131I) compounds,Thyroid Carcinoma,0.00028758055784485343
Iodine (131I) compounds,Liver Hepatocellular Carcinoma,0.0021283221230472328
Iodine (131I) compounds,Breast Invasive Carcinoma,0.00026652904421942125
Iodine (131I) compounds,Prostate Adenocarcinoma,0.00027318872419781294
Iodine (131I) compounds,Bladder Urothelial Carcinoma,0.0035598122325076753
Iodine (131I) compounds,Stomach Adenocarcinoma,0.002946637029469201
Iodine (131I) compounds,Lung Squamous Cell Carcinoma,0.0007548556443224719
Iodine (131I) compounds,Ovarian Serous Cystadenocarcinoma,0.002996619976575099
Iodine (131I) compounds,Brain Lower Grade Glioma,0.0005992399097839108
Iodine (131I) compounds,Skin Cutaneous Melanoma,0.0018778348071201822
Iodine (131I) compounds,Lung Adenocarcinoma,0.0015823418059020544
Iodine (131I) compounds,Kidney Renal Clear Cell Carcinoma,0.004225726729402179
Iodine (131I) compounds,Colon Adenocarcinoma,0.0025845996861075028
Iodine (131I) compounds,Uterine Corpus Endometrial Carcinoma,0.0021124355030428922
Iodine (131I) compounds,Head and Neck Squamous Cell Carcinoma,0.0039916084956396316
Iodine (131I) compounds,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.0064378133551640845
irbesartan,Kidney Renal Papillary Cell Carcinoma,0.0002741420397841754
irbesartan,Thyroid Carcinoma,6.262873384085336e-05
irbesartan,Liver Hepatocellular Carcinoma,-0.0007413459877840701
irbesartan,Breast Invasive Carcinoma,0.0001232953770801015
irbesartan,Prostate Adenocarcinoma,4.4044960529385875e-05
irbesartan,Bladder Urothelial Carcinoma,0.0005130372441195852
irbesartan,Stomach Adenocarcinoma,0.00038052425779060427
irbesartan,Lung Squamous Cell Carcinoma,0.00051215519400587
irbesartan,Ovarian Serous Cystadenocarcinoma,3.692342274219662e-06
irbesartan,Brain Lower Grade Glioma,-4.953848705253616e-05
irbesartan,Skin Cutaneous Melanoma,0.001218167821971261
irbesartan,Lung Adenocarcinoma,0.0004962301249332279
irbesartan,Kidney Renal Clear Cell Carcinoma,0.00021438603790905342
irbesartan,Colon Adenocarcinoma,0.0005822658339471709
irbesartan,Uterine Corpus Endometrial Carcinoma,4.162740638550821e-05
irbesartan,Head and Neck Squamous Cell Carcinoma,0.00028127967403621665
irbesartan,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,-0.0004056113145568252
irinotecan,Kidney Renal Papillary Cell Carcinoma,0.0034543417411320885
irinotecan,Thyroid Carcinoma,7.895288819616368e-05
irinotecan,Liver Hepatocellular Carcinoma,0.0033633832975972443
irinotecan,Breast Invasive Carcinoma,0.0012908949761384514
irinotecan,Prostate Adenocarcinoma,6.239882853553792e-05
irinotecan,Bladder Urothelial Carcinoma,0.006266290426781229
irinotecan,Stomach Adenocarcinoma,0.0022464899130017145
irinotecan,Lung Squamous Cell Carcinoma,0.00013779509768612196
irinotecan,Ovarian Serous Cystadenocarcinoma,0.0033113208445743948
irinotecan,Brain Lower Grade Glioma,0.0015602606739665071
irinotecan,Skin Cutaneous Melanoma,0.0020291616328677485
irinotecan,Lung Adenocarcinoma,0.004286401899585579
irinotecan,Kidney Renal Clear Cell Carcinoma,0.003341271487566133
irinotecan,Colon Adenocarcinoma,0.004679943626142252
irinotecan,Uterine Corpus Endometrial Carcinoma,0.0021056334265010914
irinotecan,Head and Neck Squamous Cell Carcinoma,0.0038043282358779297
irinotecan,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.005592919967391275
iron,Kidney Renal Papillary Cell Carcinoma,0.00019937892142405378
iron,Thyroid Carcinoma,0.00044203637675805236
iron,Liver Hepatocellular Carcinoma,-5.963638507400226e-05
iron,Breast Invasive Carcinoma,0.000338115689555013
iron,Prostate Adenocarcinoma,8.120743654504536e-06
iron,Bladder Urothelial Carcinoma,0.0009408806475477815
iron,Stomach Adenocarcinoma,-5.5681073270186235e-05
iron,Lung Squamous Cell Carcinoma,6.98025855063067e-05
iron,Ovarian Serous Cystadenocarcinoma,0.00019067287089220565
iron,Brain Lower Grade Glioma,0.0007957389231632583
iron,Skin Cutaneous Melanoma,0.000665491531828799
iron,Lung Adenocarcinoma,-0.00022186976332790875
iron,Kidney Renal Clear Cell Carcinoma,0.0002368947347769268
iron,Colon Adenocarcinoma,5.2377716155349585e-05
iron,Uterine Corpus Endometrial Carcinoma,0.0006390451335261449
iron,Head and Neck Squamous Cell Carcinoma,0.001198620315130583
iron,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.000520745204253642
isoflurane,Kidney Renal Papillary Cell Carcinoma,0.00010778304073617018
isoflurane,Thyroid Carcinoma,-1.863772896203361e-05
isoflurane,Liver Hepatocellular Carcinoma,-0.00034744821912144894
isoflurane,Breast Invasive Carcinoma,2.51779446899969e-05
isoflurane,Prostate Adenocarcinoma,2.5894710045979112e-05
isoflurane,Bladder Urothelial Carcinoma,0.0014368994028328252
isoflurane,Stomach Adenocarcinoma,0.00022862086926825898
isoflurane,Lung Squamous Cell Carcinoma,0.0018435440847922812
isoflurane,Ovarian Serous Cystadenocarcinoma,0.0015527631939940667
isoflurane,Brain Lower Grade Glioma,0.0005910503905665499
isoflurane,Skin Cutaneous Melanoma,0.0018786652215534883
isoflurane,Lung Adenocarcinoma,0.000660885942902345
isoflurane,Kidney Renal Clear Cell Carcinoma,-0.0010788644907566481
isoflurane,Colon Adenocarcinoma,0.00047468478265015325
isoflurane,Uterine Corpus Endometrial Carcinoma,4.15680572974364e-05
isoflurane,Head and Neck Squamous Cell Carcinoma,0.0006781442516345937
isoflurane,Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma,0.00014706157825209454
isoniazid,Kidney Renal Papillary Cell Carcinoma,0.00016161033801027626
isoniazid,Thyroid Carcinoma,0.0001766333271833908
isoniazid,Liver Hepatocellular Carcinoma,-7.517452831867777e-05
isoniazid,Breast Invasive Carcinoma,0.00012676367376766585
isoniazid,Prostate Adenocarcinoma,5.8805941517564535e-06
isoniazid,Bladder Urothelial Carcinoma,0.0008511060798458315
isoniazid,Stomach Adenocarcinoma,0.0003332549042597055
isoniazid,Lung Squamous Cell Carcinoma,0.00012976307158492074
isoniazid,Ovarian Serous Cystadenocarcinoma,-3.499428075344202e-05
isoniazid,Brain Lower Grade Glioma,9.064513318279843e-06
